OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG,INSTID,INSTDT,UPDTID,UPDTDT
KF20-03602BC1000,1,1,1,1,MA-KF20-03602BC1000,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03602BD1300,1,1,1,1,MA-KF20-03602BD1300,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03602EB1000,1,1,1,1,MA-KF20-03602EB0800,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03603AB0580,1,1,1,1,MA-KF20-03603AB0580,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03603AC0580,1,1,1,1,MA-KF20-03603AC0580,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03603BB1000,1,1,1,1,MA-KF20-03603BB1000,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03604AA,1,1,1,1,MA-KF20-03604AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03605AA,1,1,1,1,MA-KF20-03605AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03607AB,1,1,1,1,MA-KF20-03607AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03608AB,1,1,1,1,MA-KF20-03608AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AA,1,1,1,1,MA-KF20-03901AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AB,1,1,1,1,MA-KF20-03901AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AC,1,1,1,1,MA-KF20-03901AC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AD,1,1,1,1,MA-KF20-03901AD,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AE,1,1,1,1,MA-KF20-03901AE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AF,1,1,1,1,MA-KF20-03901AE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03901AG,1,1,1,1,MA-KF20-03901AE,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03902AA,1,1,1,1,MA-KF20-03902AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-03902AB,1,1,1,1,MA-KF20-03902AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04501AA,1,1,1,1,MA-KF20-04501AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04502AA,1,1,1,1,MA-KF20-04502AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04601AA,1,1,1,1,MA-KF20-04601AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04602AA,1,1,1,1,MA-KF20-04602AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04701AA0850,1,1,1,1,MA-KF20-04701AA0850,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04702AA0850,1,1,1,1,MA-KF20-04702AA0850,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04703AA0850,1,1,1,1,MA-KF20-04703AA0850,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-04703BA0850,1,1,1,1,MA-KF20-04703BA0850,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-05003AA,1,1,1,1,MA-KF20-05003AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-05003BA,1,1,1,1,MA-KF20-05003BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-05404BA,1,1,1,1,MA-KF20-05404BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-06001AA2200,1,1,1,1,MA-1331-201KA2EA4JKA-2164,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-06001AA2300,1,1,1,1,MA-1331-201KA2EA4JKA-2264,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08003AA0930,1,1,1,1,MA-KF20-08003AA0930,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301AA0930,1,1,1,1,MA-KF20-08301AA0930-556,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301AB0930,1,1,1,1,MA-KF20-08301AB0930-556,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301AC0800,1,1,1,1,MA-KF20-08301AC0800-456,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301AD0800,1,1,1,1,MA-KF20-08301AD0800-453,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301AD1333,1,1,1,1,MA-KF20-08301AD1333-719,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301BA0930,1,1,1,1,MA-KF20-08301BA0930-539,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301BB0930,1,1,1,1,MA-KF20-08301BB0930-539,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301BC0800,1,1,1,1,MA-KF20-08301BC0800-512,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301BD0800,1,1,1,1,MA-KF20-08301BD0800-509,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08301BD1333,1,1,1,1,MA-KF20-08301BD1333-775,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08304AC,1,1,1,1,MA-KF20-08304AC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08503AA0800,1,1,1,1,MA-KF20-08503AA0800,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF20-08503AB0800,1,1,1,1,MA-KF20-08503AB0800,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF22-002EA,1,1,1,1,MA-KF22-002CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF22-002FA,1,1,1,1,MA-KF22-002CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF43-00101AA,1,1,1,1,MA-KF43-00101AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF43-00102AA,1,1,1,1,MA-KF43-00102AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF43-00103AA,1,1,1,1,MA-KF43-00103AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF43-00104AA,1,1,1,1,MA-KF43-00104AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF43-00201AA,1,1,1,1,MA-KF43-00201AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF43-00202AA,1,1,1,1,MA-KF43-00202AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF44-00202AA,1,1,1,1,MA-KF44-00202AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF44-00204AA,1,1,1,1,MA-KF44-00204AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF44-00604AA,1,1,1,1,MA-KF44-00604AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF47-00102BA,1,1,1,1,MA-KF47-00102BA,,,,1,1,4.0,PC,1.0,PC,0,1,,,,,1,,,,
KF70-00104AA,1,1,1,1,MA-KF70-00104AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF70-00104BA,1,1,1,1,MA-KF70-00104BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF74-00101AA,1,1,1,1,MA-KF74-00101AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF74-00122AA,1,1,1,1,MA-KF74-00122AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF74-00137AA-2,1,1,1,1,MA-KF74-00137AA-2,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00302AA,1,1,1,1,MA-KF77-00302AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00303AA,1,1,1,1,MA-KF77-00303AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00401AA,1,1,1,1,MA-KF77-00401AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00402AA,1,1,1,1,MA-KF77-00402AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00402BA,1,1,1,1,MA-KF77-00402BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00501AA,1,1,1,1,MA-KF77-00501AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF77-00602AA,1,1,1,1,MA-KF77-00602AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KF90-00201CA01,1,1,1,1,MA-KF90-00201CA01,,,,1,1,20.0,PC,1.0,PC,0,1,,,,,1,,,,
KP-28BA,1,1,1,1,MA-KP-28BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS60-00102AB,1,1,1,1,MA-CYCL0-08,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS61-00107AA,1,1,1,1,MA-KS61-00107AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00404DB,1,1,1,1,MA-YTUKI,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00405KA,1,1,1,1,MA-YTUKI,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00406EA,1,1,1,1,MA-YTUKI,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501BA,1,1,1,1,MA-KS64-00501BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501BB,1,1,1,1,MA-KS64-00501BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501BC,1,1,1,1,MA-KS64-00501BC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501CA,1,1,1,1,MA-KS64-00501CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501CB,1,1,1,1,MA-KS64-00501CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501CC,1,1,1,1,MA-KS64-00501CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501DA,1,1,1,1,MA-KS64-00501DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501DB,1,1,1,1,MA-KS64-00501DB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501DC,1,1,1,1,MA-KS64-00501DC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00501EA,1,1,1,1,MA-KS64-00501EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00502BA,1,1,1,1,MA-KS64-00502BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00502BB,1,1,1,1,MA-KS64-00502BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00502CA,1,1,1,1,MA-KS64-00502CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00502CB,1,1,1,1,MA-KS64-00502CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00502DA,1,1,1,1,MA-KS64-00502DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00515BA,1,1,1,1,MA-KS64-00515BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00515DA,1,1,1,1,MA-KS64-00515DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00515FA,1,1,1,1,MA-KS64-00515FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00515GA,1,1,1,1,MA-KS64-00515GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00901AA,1,1,1,1,MA-KS64-00901AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00901BB,1,1,1,1,MA-KS64-00901BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00903AA,1,1,1,1,MA-KS64-00903AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-00903AB,1,1,1,1,MA-KS64-00903AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01617AA,1,1,1,1,MA-KS64-01617AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01617AB,1,1,1,1,MA-KS64-01617AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01617CB,1,1,1,1,MA-KS64-01617CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01801AA,1,1,1,1,MA-KS64-01801AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01801BA,1,1,1,1,MA-KS64-01801BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01803AA,1,1,1,1,MA-KS64-01803AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-01912CA,1,1,1,1,MA-YTUKI,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-03502AB,1,1,1,1,MA-KS64-03502AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-03701AA,1,1,1,1,MA-KS64-03701AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-03701BA,1,1,1,1,MA-KS64-03701BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS64-03701CA,1,1,1,1,MA-KS64-03701CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS65-02602CA,1,1,1,1,MA-KS65-02602CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS65-02602CB,1,1,1,1,MA-KS65-02602CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
KS91-03006AA,1,1,1,1,MA-CYCL0-08,,,,1,1,5.0,PC,1.0,PC,0,1,,,,,1,,,,
KS91-03006BA,1,1,1,1,MA-CYCL0-08,,,,1,1,5.0,PC,1.0,PC,0,1,,,,,1,,,,
KUT-302CB,1,1,1,1,MA-KUT-302CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
L-K-29905CC,1,1,1,1,MA-K-29905CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
LU-2004BA,1,1,1,1,MA-LU-2004BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
LU-2601BA,1,1,1,1,MA-LU-2601BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
LU-690DF,1,1,1,1,MA-LU-690DF,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
LU-690DGB,1,1,1,1,MA-LU-690DGB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
NMS-12,1,1,1,1,MA-NMS-12,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
PL2-5207-563AA34,1,1,1,1,MA-5207-563AA34,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SN-98B,1,1,1,1,MA-SN-98B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1260A,1,1,1,1,MA-SPL-1260A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1260B,1,1,1,1,MA-SPL-1260B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1479B,1,1,1,1,MA-SPL-1479B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1479D,1,1,1,1,MA-SPL-1479D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1479E,1,1,1,1,MA-SPL-1479E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1555RA,1,1,1,1,MA-SPL-1555RA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1555RB,1,1,1,1,MA-SPL-1555RB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1719CC,1,1,1,1,MA-SPL-1719CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1844EB,1,1,1,1,MA-SPL-1844EB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1887NA,1,1,1,1,MA-SPL-1887NA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987AA,1,1,1,1,MA-SPL-1987AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB0800,1,1,1,1,MA-165-201202CA0800,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB0930,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB1150,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB1333,1,1,1,1,MA-165-201202CA1333-1531T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB1333T,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB1531,1,1,1,1,MA-165-201-202CA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB1531T,1,1,1,1,MA-165-201202CA1333-1531T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987EB1531U,1,1,1,1,MA-165-201202CA1333-1531T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA0930,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA1150,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA1333,1,1,1,1,MA-165-201202CA1333-1531T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA1333T,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA1531,1,1,1,1,MA-165-201-202CA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA1531T,1,1,1,1,MA-165-201202CA1333-1531T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987FA1531U,1,1,1,1,MA-165-201-202CA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987MA,1,1,1,1,MA-SPL-1987MA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987PA1133,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-1987QA1133,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2167AA26,1,1,1,1,MA-SPL-2167AA26,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2167BA26,1,1,1,1,MA-SPL-2167BA26,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2167CA26,1,1,1,1,MA-SPL-2167CA26,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2184BA30,1,1,1,1,MA-SPL-2184BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2184BA-B30,1,1,1,1,MA-SPL-2184BA-B30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2236AA,1,1,1,1,MA-SPL-2236AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2236BA,1,1,1,1,MA-SPL-2236BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2236CA,1,1,1,1,MA-SPL-2236CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2249BA,1,1,1,1,MA-SPL-2249BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2288AA,1,1,1,1,MA-SPL-2288AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2297AA1040,1,1,1,1,MA-SPL-2297AA1040,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2297AA1090,1,1,1,1,MA-SPL-2297AA1090,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2306BA,1,1,1,1,MA-SPL-2306BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2310DA0700,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2310EA0700,1,1,1,1,MA-165-201202CA1150-1333T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2312AA,1,1,1,1,MA-SPL-2312AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2312BA,1,1,1,1,MA-SPL-2312BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2312CA,1,1,1,1,MA-SPL-2312CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2312EA,1,1,1,1,MA-SPL-2312EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2312GA,1,1,1,1,MA-SPL-2312GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2315EA6,1,1,1,1,MA-SPL-2315EA6,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2357AA,1,1,1,1,MA-SPL-2357AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2357DA,1,1,1,1,MA-SPL-2357DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2359GA0856,1,1,1,1,MA-SPL-2359GA0856,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2359GA1028,1,1,1,1,MA-SPL-2359GA1028,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2359GA1407,1,1,1,1,MA-SPL-2359GA1407,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2388BA,1,1,1,1,MA-SPL-2388BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2388BB,1,1,1,1,MA-SPL-2388BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2398AA38,1,1,1,1,MA-SPL-2398AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2405CA1300,1,1,1,1,MA-SPL-2405CA1300,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2405CC1300,1,1,1,1,MA-SPL-2405CC1300,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2405CD1300,1,1,1,1,MA-SPL-2405CC1300,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2405JA1300,1,1,1,1,MA-SPL-2405JA1300,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2406WB,1,1,1,1,MA-SPL-2406WB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408AA01,1,1,1,1,MA-SPL-2408AA01,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408AA02,1,1,1,1,MA-SPL-2408AA02,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408AA03,1,1,1,1,MA-SPL-2408AA03,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408BA01,1,1,1,1,MA-SPL-2408BA01,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408BA02,1,1,1,1,MA-SPL-2408BA02,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408BA03,1,1,1,1,MA-SPL-2408BA03,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408CA01,1,1,1,1,MA-SPL-2408CA01,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408CA02,1,1,1,1,MA-SPL-2408CA02,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2408DA,1,1,1,1,MA-SPL-2408DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409BA,1,1,1,1,MA-SPL-2409BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409CA,1,1,1,1,MA-SPL-2409CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409CB,1,1,1,1,MA-SPL-2409CB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409EA,1,1,1,1,MA-SPL-2409EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409FA,1,1,1,1,MA-SPL-2409FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409GA,1,1,1,1,MA-SPL-2409GA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2409WA,1,1,1,1,MA-SPL-2409WA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2414BA30,1,1,1,1,MA-SPL-2414BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2414CA,1,1,1,1,MA-SPL-2414CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2414DA,1,1,1,1,MA-SPL-2414DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2429AA1531,1,1,1,1,MA-SPL-2429AA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2430AA1531,1,1,1,1,MA-SPL-2430AA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2434BA30,1,1,1,1,MA-SPL-2434BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2434BA38,1,1,1,1,MA-SPL-2434BA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
SPL-2434CA30,1,1,1,1,MA-SPL-2434CA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
