ç´ïÔäJénì˙,î≠çsì˙,ëgóßäJénì˙,ê∂éYåééü,ì`ï[ÇmÇè,â¡çHïîî‘,ïîïiñº,ïKóvêî,ñ¢à¯ìñç›å…êî,éËéùÇøç›å…êî,ìæà”êÊíçï∂î‘çÜ,èoå…çœêî
2026/02/09,2025/11/22,2026/01/26,2026023,E000099115,4117-616AA32,SINKER GATE CAM,4,0,0,,0
2025/11/28,2025/11/22,2025/11/28,202511,E000098153,4117-616AA34,SINKER GATE CAM,1,1,4,,
2025/11/11,2025/11/22,2025/10/27,2025113,E000096971,4117-631AA30,SINKER PUSHING CAM,70,0,188,,70
2025/11/28,2025/11/22,2025/11/28,202511,E000098154,4117-631AA30,SINKER PUSHING CAM,70,70,188,,
2025/12/17,2025/11/22,2025/12/03,2025126,E000098264,4117-631AA30,SINKER PUSHING CAM,140,118,118,,0
2026/01/22,2025/11/22,2026/01/07,2026016,E000098754,4117-631AA30,SINKER PUSHING CAM,70,0,0,,0
2026/01/27,2025/11/22,2026/01/13,2026017,E000098767,4117-631AA30,SINKER PUSHING CAM,70,0,0,,0
2026/02/09,2025/11/22,2026/01/26,2026023,E000099116,4117-631AA30,SINKER PUSHING CAM,70,0,0,,0
2025/11/11,2025/11/22,2025/10/27,2025113,E000096972,4117-632AA32,SINKER PUSHING CAM,70,0,62,,70
2025/12/17,2025/11/22,2025/12/03,2025126,E000098265,4117-632AA32,SINKER PUSHING CAM,140,62,62,,0
2026/01/22,2025/11/22,2026/01/07,2026016,E000098755,4117-632AA32,SINKER PUSHING CAM,70,0,0,,0
2026/01/27,2025/11/22,2026/01/13,2026017,E000098768,4117-632AA32,SINKER PUSHING CAM,70,0,0,,0
2026/02/09,2025/11/22,2026/01/26,2026023,E000099117,4117-632AA32,SINKER PUSHING CAM,70,0,0,,0
2025/11/28,2025/11/22,2025/11/28,202511,E000098155,4117-632AA34,SINKER PUSHING CAM,37,37,60,,
2025/11/28,2025/11/22,2025/11/28,202511,E000098156,4117-632AB30,SINKER PUSHING CAM,33,33,108,,
2025/11/28,2025/11/22,2025/11/28,202511,E000098157,4117-633BA30,SINKER PUSHING CAM,33,33,88,,
2025/11/11,2025/11/22,2025/10/27,2025113,E000096973,4117-633BA32,SINKER PUSHING CAM,70,0,54,,70
2025/12/17,2025/11/22,2025/12/03,2025126,E000098266,4117-633BA32,SINKER PUSHING CAM,140,54,54,,0
2026/01/22,2025/11/22,2026/01/07,2026016,E000098756,4117-633BA32,SINKER PUSHING CAM,70,0,0,,0
2026/01/27,2025/11/22,2026/01/13,2026017,E000098769,4117-633BA32,SINKER PUSHING CAM,70,0,0,,0
2026/02/09,2025/11/22,2026/01/26,2026023,E000099118,4117-633BA32,SINKER PUSHING CAM,70,0,0,,0
2025/11/28,2025/11/22,2025/11/28,202511,E000098158,4117-633BA34,SINKER PUSHING CAM,37,37,48,,
2025/11/11,2025/11/22,2025/10/27,2025113,E000096974,4117-634AA32,SINKER BLANK OUT CAM,12,0,3,,12
2025/12/17,2025/11/22,2025/12/03,2025126,E000098267,4117-634AA32,SINKER BLANK OUT CAM,12,3,3,,0
2026/01/22,2025/11/22,2026/01/07,2026016,E000098757,4117-634AA32,SINKER BLANK OUT CAM,6,0,0,,0
2026/01/27,2025/11/22,2026/01/13,2026017,E000098770,4117-634AA32,SINKER BLANK OUT CAM,6,0,0,,0
2026/02/09,2025/11/22,2026/01/26,2026023,E000099119,4117-634AA32,SINKER BLANK OUT CAM,12,0,0,,0
2025/11/28,2025/11/22,2025/11/28,202511,E000098159,4117-634AB30,SINKER BLANK OUT CAM,6,6,10,,
2025/11/18,2025/11/22,2025/11/04,2025115,E000097419,4207-511AA34,STITCH CAM,146,146,172,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097420,4207-512AB34,RAISING CAM,144,144,163,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097421,4207-513AB34,STITCH CAM,146,146,160,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097422,4207-514AB34,RAISING CAM,144,144,160,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097423,4207-515AA34,SELECT CAM,72,72,129,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097424,4207-516AA34,SELECT CAM,112,112,133,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097425,4207-517AA34,GATE CAM,8,8,13,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097426,4207-521AB34,STITCH CAM,64,64,67,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097427,4207-522AB34,KNIT CAM,40,40,40,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097428,4207-523AB34,TUCK CAM,24,24,28,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097429,4207-524AA34,WELT CAM,64,64,68,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097430,4207-525AA34,WELT CAM,80,80,80,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097431,4207-526AA34,WELT CAM,16,16,20,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097432,4207-527AA34,WELT CAM,16,16,24,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097433,4207-531AA34,STITCH CAM,36,36,38,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097434,4207-532AA34,RAISING CAM,36,36,36,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097435,4207-611AA34,SINKER CAM,38,38,55,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097436,4207-612AB34,SINKER PUSHING CAM,38,38,47,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097437,4207-613AC34,SINKER CAM,38,38,49,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097438,4207-614AA34,SINKER PUSHING CAM,38,38,54,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097439,4207-615AB34,SINKER CAM,38,38,50,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097440,4207-616AA34,SINKER GATE CAM,2,0,13,,2
2025/11/18,2025/11/22,2025/11/04,2025115,E000097441,4207-621AA34,SINKER CAM,20,20,24,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097442,4207-622AB34,SINKER CAM,16,16,19,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097443,4207-623AA34,SINKER CAM,20,20,25,,0
2025/11/18,2025/11/22,2025/11/04,2025115,E000097444,4207-624AA34,SINKER CAM,4,4,7,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096894,474-506AA30,NEEDLE GUARD,180,0,38,,180
2025/11/13,2025/11/22,2025/10/29,2025114,E000096983,474-506AA30,NEEDLE GUARD,180,0,38,,180
2025/12/10,2025/11/22,2025/11/26,2025124,E000097877,474-506AA30,NEEDLE GUARD,180,38,38,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098018,474-506AA30,NEEDLE GUARD,180,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098381,474-506AA30,NEEDLE GUARD,180,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098411,474-506AA30,NEEDLE GUARD,180,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099037,474-506AA30,NEEDLE GUARD,180,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099062,474-506AA30,NEEDLE GUARD,180,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098436,474-506AA34,NEEDLE GUARD,190,44,44,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098467,474-506AA34,NEEDLE GUARD,190,0,0,,0
2026/02/17,2025/11/22,2026/02/02,2026025,E000099128,474-506AA42,NEEDLE GUARD,72,5,5,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096895,474-506BA30,NEEDLE GUARD,5,5,13,,0
2025/11/13,2025/11/22,2025/10/29,2025114,E000096984,474-506BA30,NEEDLE GUARD,5,5,8,,0
2025/12/10,2025/11/22,2025/11/26,2025124,E000097878,474-506BA30,NEEDLE GUARD,5,3,3,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098019,474-506BA30,NEEDLE GUARD,5,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098382,474-506BA30,NEEDLE GUARD,5,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098412,474-506BA30,NEEDLE GUARD,5,0,0,,0
2026/01/09,2025/11/22,2026/01/09,,E000098372,474-506BA30,NEEDLE GUARD,1,0,0,PM-5159109,
2026/02/19,2025/11/22,2026/02/04,2026026,E000099038,474-506BA30,NEEDLE GUARD,5,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099063,474-506BA30,NEEDLE GUARD,5,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098437,474-506BA34,NEEDLE GUARD,5,5,31,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098468,474-506BA34,NEEDLE GUARD,5,5,26,,0
2026/02/17,2025/11/22,2026/02/02,2026025,E000099129,474-506BA42,NEEDLE GUARD,2,2,2,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096896,474-511AA30,STITCH CAM,545,0,95,,545
2025/11/13,2025/11/22,2025/10/29,2025114,E000096985,474-511AA30,STITCH CAM,545,0,95,,545
2025/12/10,2025/11/22,2025/11/26,2025124,E000097879,474-511AA30,STITCH CAM,545,95,95,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098020,474-511AA30,STITCH CAM,545,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098383,474-511AA30,STITCH CAM,545,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098413,474-511AA30,STITCH CAM,545,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099039,474-511AA30,STITCH CAM,545,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099064,474-511AA30,STITCH CAM,545,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098438,474-511AA34,STITCH CAM,575,116,116,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098469,474-511AA34,STITCH CAM,575,0,0,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096897,474-512DA30,RAISING CAM,545,0,40,,545
2025/11/13,2025/11/22,2025/10/29,2025114,E000096986,474-512DA30,RAISING CAM,545,0,40,,545
2025/12/10,2025/11/22,2025/11/26,2025124,E000097880,474-512DA30,RAISING CAM,545,40,40,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098021,474-512DA30,RAISING CAM,545,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098384,474-512DA30,RAISING CAM,545,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098414,474-512DA30,RAISING CAM,545,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099040,474-512DA30,RAISING CAM,545,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099065,474-512DA30,RAISING CAM,545,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098439,474-512DA33,RAISING CAM,575,70,70,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098470,474-512DA33,RAISING CAM,575,0,0,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096898,474-513AA30,GATE CAM,20,0,36,,20
2025/11/13,2025/11/22,2025/10/29,2025114,E000096987,474-513AA30,GATE CAM,20,0,36,,20
2025/12/10,2025/11/22,2025/11/26,2025124,E000097881,474-513AA30,GATE CAM,20,20,36,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098022,474-513AA30,GATE CAM,20,16,16,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098385,474-513AA30,GATE CAM,20,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098415,474-513AA30,GATE CAM,20,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099041,474-513AA30,GATE CAM,20,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099066,474-513AA30,GATE CAM,20,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098440,474-513AA34,GATE CAM,20,20,60,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098471,474-513AA34,GATE CAM,20,20,40,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098441,474-514AA34,WELT CAM,570,42,42,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098472,474-514AA34,WELT CAM,570,0,0,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096899,474-515DA30,TUCKING CAM,240,0,49,,240
2025/11/13,2025/11/22,2025/10/29,2025114,E000096988,474-515DA30,TUCKING CAM,240,0,49,,240
2025/12/10,2025/11/22,2025/11/26,2025124,E000097882,474-515DA30,TUCKING CAM,240,49,49,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098023,474-515DA30,TUCKING CAM,240,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098386,474-515DA30,TUCKING CAM,240,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098416,474-515DA30,TUCKING CAM,240,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099042,474-515DA30,TUCKING CAM,240,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099067,474-515DA30,TUCKING CAM,240,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098442,474-515DA33,TUCKING CAM,250,61,61,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098473,474-515DA33,TUCKING CAM,250,0,0,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096900,474-516AA30,TUCK STITCH CAM,360,0,193,,360
2025/11/13,2025/11/22,2025/10/29,2025114,E000096989,474-516AA30,TUCK STITCH CAM,360,0,193,,360
2025/12/10,2025/11/22,2025/11/26,2025124,E000097883,474-516AA30,TUCK STITCH CAM,360,193,193,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098024,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098387,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098417,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099043,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099068,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098443,474-516AA34,TUCK STITCH CAM,380,157,157,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098474,474-516AA34,TUCK STITCH CAM,380,0,0,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096901,474-518AA30,WELT CAM,540,0,49,,540
2025/11/13,2025/11/22,2025/10/29,2025114,E000096990,474-518AA30,WELT CAM,540,0,49,,540
2025/12/10,2025/11/22,2025/11/26,2025124,E000097884,474-518AA30,WELT CAM,540,49,49,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098025,474-518AA30,WELT CAM,540,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098388,474-518AA30,WELT CAM,540,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098418,474-518AA30,WELT CAM,540,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099044,474-518AA30,WELT CAM,540,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099069,474-518AA30,WELT CAM,540,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098444,474-518AA34,WELT CAM,40,40,73,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098475,474-518AA34,WELT CAM,40,33,33,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096902,474-608AA30,NEEDLE GUARD,5,5,10,,0
2025/11/13,2025/11/22,2025/10/29,2025114,E000096991,474-608AA30,NEEDLE GUARD,5,5,5,,0
2025/12/10,2025/11/22,2025/11/26,2025124,E000097885,474-608AA30,NEEDLE GUARD,5,0,0,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098026,474-608AA30,NEEDLE GUARD,5,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098389,474-608AA30,NEEDLE GUARD,5,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098419,474-608AA30,NEEDLE GUARD,5,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099045,474-608AA30,NEEDLE GUARD,5,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099070,474-608AA30,NEEDLE GUARD,5,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098445,474-608AA34,NEEDLE GUARD,5,5,15,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098476,474-608AA34,NEEDLE GUARD,5,5,10,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097574,474-608AA38,NEEDLE GUARD,2,2,26,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097575,474-611BA38,STITCH CAM (B),128,128,235,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097576,474-612BA38,STITCH CAM (C),128,128,209,,0
2025/12/26,2025/11/22,2025/12/26,,E000099266,474-614AA33,STITCH CAM (E),24,24,24,PJ-0638301,
2026/01/27,2025/11/22,2026/01/27,,E000099276,474-614AA33,STITCH CAM (E),24,0,0,PJ-0638302,
2025/11/06,2025/11/22,2025/10/22,2025112,E000096903,474-615AA30,RAISING CAM (B),245,0,97,,245
2025/11/13,2025/11/22,2025/10/29,2025114,E000096992,474-615AA30,RAISING CAM (B),245,0,97,,245
2025/12/10,2025/11/22,2025/11/26,2025124,E000097886,474-615AA30,RAISING CAM (B),245,97,97,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098027,474-615AA30,RAISING CAM (B),245,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098390,474-615AA30,RAISING CAM (B),245,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098420,474-615AA30,RAISING CAM (B),245,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099046,474-615AA30,RAISING CAM (B),245,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099071,474-615AA30,RAISING CAM (B),245,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098446,474-615AA34,RAISING CAM (B),260,40,40,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098477,474-615AA34,RAISING CAM (B),260,0,0,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097577,474-615AA38,RAISING CAM (B),128,128,177,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096904,474-616AA30,RAISING CAM (C),245,0,80,,245
2025/11/13,2025/11/22,2025/10/29,2025114,E000096993,474-616AA30,RAISING CAM (C),245,0,80,,245
2025/12/10,2025/11/22,2025/11/26,2025124,E000097887,474-616AA30,RAISING CAM (C),245,80,80,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098028,474-616AA30,RAISING CAM (C),245,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098391,474-616AA30,RAISING CAM (C),245,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098421,474-616AA30,RAISING CAM (C),245,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099047,474-616AA30,RAISING CAM (C),245,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099072,474-616AA30,RAISING CAM (C),245,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098447,474-616AA34,RAISING CAM (C),260,57,57,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098478,474-616AA34,RAISING CAM (C),260,0,0,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097578,474-616AA38,RAISING CAM (C),128,128,171,,0
2025/12/26,2025/11/22,2025/12/26,,E000099267,474-618AA33,RAISING CAM (E),24,16,16,PJ-0638303,
2026/01/27,2025/11/22,2026/01/27,,E000099277,474-618AA33,RAISING CAM (E),24,0,0,PJ-0638304,
2025/11/06,2025/11/22,2025/10/22,2025112,E000096905,474-619AA30,WELT CAM (B),240,0,120,,240
2025/11/13,2025/11/22,2025/10/29,2025114,E000096994,474-619AA30,WELT CAM (B),240,0,120,,240
2025/12/10,2025/11/22,2025/11/26,2025124,E000097888,474-619AA30,WELT CAM (B),240,120,120,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098029,474-619AA30,WELT CAM (B),240,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098392,474-619AA30,WELT CAM (B),240,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098422,474-619AA30,WELT CAM (B),240,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099048,474-619AA30,WELT CAM (B),240,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099073,474-619AA30,WELT CAM (B),240,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098448,474-619AA34,WELT CAM (B),265,37,37,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098479,474-619AA34,WELT CAM (B),265,0,0,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096906,474-620AA30,WELT CAM (C),240,0,189,,240
2025/11/13,2025/11/22,2025/10/29,2025114,E000096995,474-620AA30,WELT CAM (C),240,0,189,,240
2025/12/10,2025/11/22,2025/11/26,2025124,E000097889,474-620AA30,WELT CAM (C),240,189,189,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098030,474-620AA30,WELT CAM (C),240,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098393,474-620AA30,WELT CAM (C),240,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098423,474-620AA30,WELT CAM (C),240,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099049,474-620AA30,WELT CAM (C),240,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099074,474-620AA30,WELT CAM (C),240,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098449,474-620AA34,WELT CAM (C),265,73,73,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098480,474-620AA34,WELT CAM (C),265,0,0,,0
2025/12/26,2025/11/22,2025/12/26,,E000099268,474-622AA33,WELT CAM (E),36,13,13,PJ-0638305,
2026/01/27,2025/11/22,2026/01/27,,E000099278,474-622AA33,WELT CAM (E),36,0,0,PJ-0638306,
2025/11/06,2025/11/22,2025/10/22,2025112,E000096907,474-623AA30,WELT CAM (B),90,0,14,,90
2025/11/13,2025/11/22,2025/10/29,2025114,E000096996,474-623AA30,WELT CAM (B),90,0,14,,90
2025/12/10,2025/11/22,2025/11/26,2025124,E000097890,474-623AA30,WELT CAM (B),90,14,14,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098031,474-623AA30,WELT CAM (B),90,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098394,474-623AA30,WELT CAM (B),90,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098424,474-623AA30,WELT CAM (B),90,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099050,474-623AA30,WELT CAM (B),90,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099075,474-623AA30,WELT CAM (B),90,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098450,474-623AA34,WELT CAM (B),95,44,44,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098481,474-623AA34,WELT CAM (B),95,0,0,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097579,474-623AA38,WELT CAM (B),70,70,82,,0
2025/12/26,2025/11/22,2025/12/26,,E000098776,474-623DA38,WELT CAM (H),14,0,0,PJ-0635701,
2025/11/06,2025/11/22,2025/10/22,2025112,E000096908,474-624AA30,WELT CAM (C),90,0,58,,90
2025/11/13,2025/11/22,2025/10/29,2025114,E000096997,474-624AA30,WELT CAM (C),90,0,58,,90
2025/12/10,2025/11/22,2025/11/26,2025124,E000097891,474-624AA30,WELT CAM (C),90,58,58,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098032,474-624AA30,WELT CAM (C),90,0,0,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098395,474-624AA30,WELT CAM (C),90,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098425,474-624AA30,WELT CAM (C),90,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099051,474-624AA30,WELT CAM (C),90,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099076,474-624AA30,WELT CAM (C),90,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098451,474-624AA34,WELT CAM (C),95,45,45,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098482,474-624AA34,WELT CAM (C),95,0,0,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097580,474-624AA38,WELT CAM (C),70,70,83,,0
2025/12/26,2025/11/22,2025/12/26,,E000098777,474-624DA38,WELT CAM (L),14,0,0,PJ-0635702,
2025/12/26,2025/11/22,2025/12/26,,E000099269,474-626AA33,WELT CAM (E),36,7,7,PJ-0638307,
2026/01/27,2025/11/22,2026/01/27,,E000099279,474-626AA33,WELT CAM (E),36,0,0,PJ-0638308,
2025/11/06,2025/11/22,2025/10/22,2025112,E000096909,474-627AA30,TUCKING CAM (B),120,0,170,,120
2025/11/13,2025/11/22,2025/10/29,2025114,E000096998,474-627AA30,TUCKING CAM (B),120,0,170,,120
2025/12/10,2025/11/22,2025/11/26,2025124,E000097892,474-627AA30,TUCKING CAM (B),120,120,170,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098033,474-627AA30,TUCKING CAM (B),120,50,50,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098396,474-627AA30,TUCKING CAM (B),120,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098426,474-627AA30,TUCKING CAM (B),120,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099052,474-627AA30,TUCKING CAM (B),120,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099077,474-627AA30,TUCKING CAM (B),120,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098452,474-627AA34,TUCKING CAM (B),125,68,68,,0
2026/01/20,2025/11/22,2026/01/05,2026015,E000098483,474-627AA34,TUCKING CAM (B),125,0,0,,0
2025/11/27,2025/11/22,2025/11/12,2025118,E000097581,474-627AA38,TUCKING CAM (B),42,42,77,,0
2025/11/06,2025/11/22,2025/10/22,2025112,E000096910,474-628AA30,TUCKING CAM (C),120,0,164,,120
2025/11/13,2025/11/22,2025/10/29,2025114,E000096999,474-628AA30,TUCKING CAM (C),120,0,164,,120
2025/12/10,2025/11/22,2025/11/26,2025124,E000097893,474-628AA30,TUCKING CAM (C),120,120,164,,0
2025/12/22,2025/11/22,2025/12/08,2025127,E000098034,474-628AA30,TUCKING CAM (C),120,44,44,,0
2026/01/05,2025/11/22,2025/12/15,2026011,E000098397,474-628AA30,TUCKING CAM (C),120,0,0,,0
2026/01/13,2025/11/22,2025/12/22,2026013,E000098427,474-628AA30,TUCKING CAM (C),120,0,0,,0
2026/02/19,2025/11/22,2026/02/04,2026026,E000099053,474-628AA30,TUCKING CAM (C),120,0,0,,0
2026/02/24,2025/11/22,2026/02/06,2026027,E000099078,474-628AA30,TUCKING CAM (C),120,0,0,,0
2026/01/15,2025/11/22,2025/12/24,2026014,E000098453,474-628AA34,TUCKING CAM (C),125,92,92,,0
