ç´ïÔäJénì˙,î≠çsì˙,ëgóßäJénì˙,ê∂éYåééü,ì`ï[ÇmÇè,â¡çHïîî‘,ïîïiñº,ïKóvêî,ñ¢à¯ìñç›å…êî,éËéùÇøç›å…êî,ìæà”êÊíçï∂î‘çÜ,èoå…çœêî
2025/12/03,2025/10/01,2025/11/18,2025122,E000097748,3557-621BA34,JACK GATE CAM,1,1,3,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097749,3557-631AA34,SELECT CAM,48,13,13,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097750,3557-632AA34,SELECT GATE CAM,1,1,2,,0
2025/12/03,2025/10/01,2025/11/18,2025122,E000097751,3557-641AB34,GUARD CAM,48,37,37,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096822,3636-518AB30,GATE CAM,1,0,4,,1
2025/11/25,2025/10/01,2025/11/10,2025117,E000097515,3636-518AB30,GATE CAM,2,2,4,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097969,3636-518AB30,GATE CAM,2,2,2,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000097145,3636-541AA30,JACK GUARD ARC CAM,49,23,23,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097516,3636-541AA30,JACK GUARD ARC CAM,98,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097970,3636-541AA30,JACK GUARD ARC CAM,98,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096823,3636-566AC30,GUARD CAM,97,43,43,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097517,3636-566AC30,GUARD CAM,194,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097971,3636-566AC30,GUARD CAM,194,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096824,3636-566PC30,GUARD CAM,1,0,3,,1
2025/11/25,2025/10/01,2025/11/10,2025117,E000097518,3636-566PC30,GUARD CAM,2,2,3,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097972,3636-566PC30,GUARD CAM,2,1,1,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096825,3636-569AC30,CANCELLING CAM,49,8,8,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097519,3636-569AC30,CANCELLING CAM,98,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097973,3636-569AC30,CANCELLING CAM,98,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096826,3636-569BC30,CANCELLING CAM,49,19,19,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097520,3636-569BC30,CANCELLING CAM,98,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097974,3636-569BC30,CANCELLING CAM,98,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096827,3636-570BD30,RAISING CAM,96,4,4,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097521,3636-570BD30,RAISING CAM,192,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097975,3636-570BD30,RAISING CAM,192,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096828,3636-570DD30,RAISING CAM,2,0,16,,2
2025/11/25,2025/10/01,2025/11/10,2025117,E000097522,3636-570DD30,RAISING CAM,4,4,16,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097976,3636-570DD30,RAISING CAM,4,4,12,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097255,3638-516AA30,GATE CAM,1,1,4,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097256,3638-516AA34,GATE CAM,1,1,3,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097257,3638-518AC30,GATE CAM,1,1,3,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097258,3638-518AC34,GATE CAM,1,1,5,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097259,3638-611AB30,SINKER CAM,73,15,15,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097260,3638-611AB34,SINKER CAM,85,17,17,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097261,3638-612AB30,SINKER CAM,2,2,4,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097262,3638-612AB34,SINKER GATE CAM,2,2,2,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097263,3642-611AB30,SINKER CAM,36,17,17,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097264,3642-611AB34,SINKER CAM,42,18,18,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097265,3642-612AC30,SINKER CAM,36,17,17,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097266,3642-612AC34,SINKER CAM,42,22,22,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096829,3649-515AA30,DROPLESS GUARD CAM,48,2,2,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097523,3649-515AA30,DROPLESS GUARD CAM,96,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097977,3649-515AA30,DROPLESS GUARD CAM,96,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096830,3650-511AA30,STITCH CAM,49,4,4,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097524,3650-511AA30,STITCH CAM,98,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097978,3650-511AA30,STITCH CAM,98,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096831,3650-512AB30,NEEDLE GUARD CAM,48,19,19,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097525,3650-512AB30,NEEDLE GUARD CAM,96,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097979,3650-512AB30,NEEDLE GUARD CAM,96,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096832,3650-513AB30,JACK GUARD CAM,48,0,0,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097526,3650-513AB30,JACK GUARD CAM,96,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097980,3650-513AB30,JACK GUARD CAM,96,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096833,3650-514AC30,JACK RAISING CAM,49,5,5,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097527,3650-514AC30,JACK RAISING CAM,98,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097981,3650-514AC30,JACK RAISING CAM,98,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096834,3650-591BA34,NEEDLE ARRANGE CAM,1,0,0,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097528,3650-591BA34,NEEDLE ARRANGE CAM,2,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097982,3650-591BA34,NEEDLE ARRANGE CAM,2,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096835,3650-592AB30,JACK ARRANGE CAM,1,0,1,,1
2025/11/25,2025/10/01,2025/11/10,2025117,E000097529,3650-592AB30,JACK ARRANGE CAM,2,1,1,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097983,3650-592AB30,JACK ARRANGE CAM,2,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096836,3650-593AA30,JACK ARRANGE CAM,1,0,0,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097530,3650-593AA30,JACK ARRANGE CAM,2,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097984,3650-593AA30,JACK ARRANGE CAM,2,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096837,3650-611AB30,SINKER CAM,49,5,5,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097531,3650-611AB30,SINKER CAM,98,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097985,3650-611AB30,SINKER CAM,98,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096838,3650-612AB30,SINKER GATE CAM,1,0,2,,1
2025/11/25,2025/10/01,2025/11/10,2025117,E000097532,3650-612AB30,SINKER GATE CAM,2,2,2,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097986,3650-612AB30,SINKER GATE CAM,2,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096839,3651-511AA30,STITCH CAM,24,2,2,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097533,3651-511AA30,STITCH CAM,48,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097987,3651-511AA30,STITCH CAM,48,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096840,3651-511DA30,STITCH CAM,24,9,9,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097534,3651-511DA30,STITCH CAM,48,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097988,3651-511DA30,STITCH CAM,48,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096841,3651-512AB30,NEEDLE GUARD CAM,24,11,11,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097535,3651-512AB30,NEEDLE GUARD CAM,48,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097989,3651-512AB30,NEEDLE GUARD CAM,48,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096842,3651-611AB30,SINKER CAM,24,0,0,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097536,3651-611AB30,SINKER CAM,48,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097990,3651-611AB30,SINKER CAM,48,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096843,3651-612AB30,SINKER CAM,24,0,0,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097537,3651-612AB30,SINKER CAM,48,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097991,3651-612AB30,SINKER CAM,48,0,0,,0
2025/10/29,2025/10/01,2025/10/15,2025108,E000096844,3653-515AA30,DROPLESS GUARD CAM,24,4,4,,0
2025/11/25,2025/10/01,2025/11/10,2025117,E000097538,3653-515AA30,DROPLESS GUARD CAM,48,0,0,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000097992,3653-515AA30,DROPLESS GUARD CAM,48,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097267,3654-512AA30,NEEDLE GUARD CAM,72,34,34,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097268,3654-512AA34,NEEDLE GUARD CAM,84,53,53,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097269,3654-513AA30,JACK GUARD CAM,72,31,31,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097270,3654-513AA34,JACK GUARD CAM,84,36,36,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097271,3654-514AA30,JACK RAISING CAM,73,13,13,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097272,3654-514AA34,JACK RAISING CAM,85,31,31,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097273,3654-522AA30,NEEDLE GUARD CAM,10,5,5,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097274,3654-522AA34,NEEDLE GUARD CAM,12,9,9,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097275,3654-523AA30,JACK GUARD CAM,10,10,12,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097276,3654-523AA34,JACK GUARD CAM,12,7,7,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097277,3654-524AA30,JACK RAISING CAM,10,6,6,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097278,3654-524AA34,JACK RAISING CAM,12,11,11,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097279,3655-512AA30,NEEDLE GUARD CAM,36,9,9,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000097280,3655-512AA34,NEEDLE GUARD CAM,42,17,17,,0
2025/10/16,2025/10/01,2025/10/01,2025105,E000096744,3922-511AC30,KNIT CAM,147,147,222,,0
2025/10/16,2025/10/01,2025/10/01,2025105,E000096742,3922-514AB,STITCH CAM,147,0,41,,147
2025/10/16,2025/10/01,2025/10/01,2025105,E000096743,3922-518AB,BLANK OUT CAM,3,0,17,,3
2025/10/16,2025/10/01,2025/10/01,2025105,E000096745,3922-519AC30,BLANK OUT CAM,3,0,6,,3
2025/10/16,2025/10/01,2025/10/01,2025105,E000096748,3922-612CA30,SINKER PUSHING CAM,147,45,45,,0
2025/10/16,2025/10/01,2025/10/01,2025105,E000096749,3922-618BA30,SINKER GATE CAM,3,0,5,,3
2025/10/16,2025/10/01,2025/10/01,2025105,E000096812,3922-621AA30,SINKER CAM,138,5,5,,0
2025/10/16,2025/10/01,2025/10/01,2025105,E000096813,3922-621BA30,SINKER CAM,6,0,0,,0
2025/10/16,2025/10/01,2025/10/01,2025105,E000096814,3922-629AA30,SINKER GATE CAM,3,2,2,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097593,4115-511AA34,KNIT CAM,516,31,31,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097594,4115-512AA30,TIE IN CAM,192,75,75,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097595,4115-513AA30,TIE IN CAM,384,70,70,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097596,4115-514AA30,SELECT CAM,192,13,13,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097597,4115-515AA30,SELECT CAM,384,89,89,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097598,4115-516AA30,BLANK OUT CAM,96,14,14,,0
2025/10/08,2025/10/01,2025/10/08,,E000098074,4115-516AA32,BLANK OUT CAM,12,12,22,PM-5156001,
2025/10/01,2025/10/01,2025/10/01,,E000096784,4115-518AA30,KNIT CAM,20,5,5,PM-5150506,
2025/10/01,2025/10/01,2025/10/01,,E000096785,4115-519AA30,TUCK CAM,20,3,3,PM-5150507,
2025/10/01,2025/10/01,2025/10/01,,E000096786,4115-520AA30,RAISING CAM,40,31,31,PM-5150508,
2025/10/01,2025/10/01,2025/10/01,,E000096787,4115-522AA30,WELT CAM,40,40,57,PM-5150509,
2025/11/27,2025/10/01,2025/11/12,2025118,E000097599,4115-611AA30,SINKER CAM,132,44,44,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097600,4115-612AA30,SINKER PUSHING CAM,124,30,30,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097601,4115-612BA30,SINKER PUSHING CAM,8,8,9,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097602,4115-613AA30,SINKER PUSHING CAM,132,46,46,,0
2025/10/14,2025/10/01,2025/10/14,,E000097143,4115-614AA30,SINKER BLANK OUT CAM,5,1,1,PM-5152107,
2025/11/27,2025/10/01,2025/11/12,2025118,E000097603,4115-614AA30,SINKER BLANK OUT CAM,8,0,0,,0
2025/10/14,2025/10/01,2025/10/14,,E000097144,4115-615AA30,SINKER BLANK OUT CAM,5,5,11,PM-5152108,
2025/11/27,2025/10/01,2025/11/12,2025118,E000097604,4115-615AA30,SINKER BLANK OUT CAM,8,6,6,,0
2025/11/27,2025/10/01,2025/11/12,2025118,E000097605,4115-616AA30,SINKER GATE CAM,4,0,0,,0
2025/10/01,2025/10/01,2025/10/01,,E000096788,4115-617AA30,SINKER CAM,20,20,28,PM-5150510,
2025/10/01,2025/10/01,2025/10/01,,E000096789,4115-617BA30,SINKER CAM,4,4,4,PM-5150511,
2025/10/01,2025/10/01,2025/10/01,,E000096790,4115-618AA30,SINKER CAM,20,20,30,PM-5150512,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096962,4117-531AB34,KNIT CAM,274,194,194,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098137,4117-531AB34,KNIT CAM,274,0,0,,
2025/12/17,2025/10/01,2025/12/03,2025126,E000098255,4117-531AB34,KNIT CAM,548,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000096963,4117-532AA32,TIE IN CAM,60,60,71,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098256,4117-532AA32,TIE IN CAM,188,11,11,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098138,4117-532AA34,TIE IN CAM,30,30,73,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098139,4117-532AB30,TIE IN CAM,27,18,18,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096964,4117-532BA32,TIE IN CAM,8,8,19,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098257,4117-532BA32,TIE IN CAM,16,11,11,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098140,4117-532BA34,TIE IN CAM,6,3,3,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098141,4117-532BB30,TIE IN CAM,5,1,1,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096965,4117-533AA32,TIE IN CAM,190,9,9,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098258,4117-533AA32,TIE IN CAM,380,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098142,4117-533AA34,TIE IN CAM,101,66,66,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098143,4117-533AB30,TIE IN CAM,89,46,46,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096966,4117-533BA32,TIE IN CAM,14,1,1,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098259,4117-533BA32,TIE IN CAM,28,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098144,4117-533BA34,TIE IN CAM,7,7,16,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098145,4117-533BB30,TIE IN CAM,7,3,3,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098146,4117-534AA30,SELECT CAM,32,32,72,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096967,4117-534AA32,SELECT CAM,68,45,45,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098260,4117-534AA32,SELECT CAM,204,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098147,4117-534AA34,SELECT CAM,36,36,41,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098148,4117-535AA30,SELECT CAM,96,57,57,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096968,4117-535AA32,SELECT CAM,204,61,61,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098261,4117-535AA32,SELECT CAM,408,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098149,4117-535AA34,SELECT CAM,108,56,56,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098150,4117-536AA30,BLANK OUT CAM,24,24,33,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096969,4117-536AA32,BLANK OUT CAM,80,9,9,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098262,4117-536AA32,BLANK OUT CAM,92,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098151,4117-536AA34,BLANK OUT CAM,8,8,17,,
2025/11/14,2025/10/01,2025/11/14,,E000097647,4117-594AA30,NEEDLE ARRANGE CAM,1,0,0,PF-9387011,
2025/11/14,2025/10/01,2025/11/14,,E000097649,4117-594AB34,NEEDLE ARRANGE CAM,1,1,3,PF-9387018,
2025/11/14,2025/10/01,2025/11/14,,E000097648,4117-595AA30,NEEDLE ARRANGE CAM,3,3,6,PF-9387012,
2025/11/14,2025/10/01,2025/11/14,,E000097650,4117-595AB34,NEEDLE ARRANGE CAM,3,3,11,PF-9387019,
2025/11/28,2025/10/01,2025/11/28,202511,E000098152,4117-616AA30,SINKER GATE CAM,1,1,5,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096970,4117-616AA32,SINKER GATE CAM,4,4,13,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098263,4117-616AA32,SINKER GATE CAM,8,8,9,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098153,4117-616AA34,SINKER GATE CAM,1,1,1,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096971,4117-631AA30,SINKER PUSHING CAM,70,70,109,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098154,4117-631AA30,SINKER PUSHING CAM,70,39,39,,
2025/12/17,2025/10/01,2025/12/03,2025126,E000098264,4117-631AA30,SINKER PUSHING CAM,140,0,0,,0
2025/11/11,2025/10/01,2025/10/27,2025113,E000096972,4117-632AA32,SINKER PUSHING CAM,70,58,58,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098265,4117-632AA32,SINKER PUSHING CAM,140,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098155,4117-632AA34,SINKER PUSHING CAM,37,21,21,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098156,4117-632AB30,SINKER PUSHING CAM,33,33,68,,
2025/11/28,2025/10/01,2025/11/28,202511,E000098157,4117-633BA30,SINKER PUSHING CAM,33,33,49,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096973,4117-633BA32,SINKER PUSHING CAM,70,49,49,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098266,4117-633BA32,SINKER PUSHING CAM,140,0,0,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098158,4117-633BA34,SINKER PUSHING CAM,37,10,10,,
2025/11/11,2025/10/01,2025/10/27,2025113,E000096974,4117-634AA32,SINKER BLANK OUT CAM,12,12,15,,0
2025/12/17,2025/10/01,2025/12/03,2025126,E000098267,4117-634AA32,SINKER BLANK OUT CAM,12,3,3,,0
2025/11/28,2025/10/01,2025/11/28,202511,E000098159,4117-634AB30,SINKER BLANK OUT CAM,6,6,16,,
2025/11/18,2025/10/01,2025/11/04,2025115,E000097419,4207-511AA34,STITCH CAM,146,22,22,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097420,4207-512AB34,RAISING CAM,144,12,12,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097421,4207-513AB34,STITCH CAM,146,14,14,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097422,4207-514AB34,RAISING CAM,144,16,16,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097423,4207-515AA34,SELECT CAM,72,52,52,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097424,4207-516AA34,SELECT CAM,112,12,12,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097425,4207-517AA34,GATE CAM,8,2,2,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097426,4207-521AB34,STITCH CAM,64,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097427,4207-522AB34,KNIT CAM,40,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097428,4207-523AB34,TUCK CAM,24,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097429,4207-524AA34,WELT CAM,64,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097430,4207-525AA34,WELT CAM,80,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097431,4207-526AA34,WELT CAM,16,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097432,4207-527AA34,WELT CAM,16,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097433,4207-531AA34,STITCH CAM,36,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097434,4207-532AA34,RAISING CAM,36,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097435,4207-611AA34,SINKER CAM,38,15,15,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097436,4207-612AB34,SINKER PUSHING CAM,38,6,6,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097437,4207-613AC34,SINKER CAM,38,6,6,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097438,4207-614AA34,SINKER PUSHING CAM,38,12,12,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097439,4207-615AB34,SINKER CAM,38,6,6,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097440,4207-616AA34,SINKER GATE CAM,2,2,15,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097441,4207-621AA34,SINKER CAM,20,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097442,4207-622AB34,SINKER CAM,16,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097443,4207-623AA34,SINKER CAM,20,0,0,,0
2025/11/18,2025/10/01,2025/11/04,2025115,E000097444,4207-624AA34,SINKER CAM,4,0,0,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000096894,474-506AA30,NEEDLE GUARD,180,38,38,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096983,474-506AA30,NEEDLE GUARD,180,0,0,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097877,474-506AA30,NEEDLE GUARD,180,0,0,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098018,474-506AA30,NEEDLE GUARD,180,0,0,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000096895,474-506BA30,NEEDLE GUARD,5,5,13,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096984,474-506BA30,NEEDLE GUARD,5,5,8,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097878,474-506BA30,NEEDLE GUARD,5,3,3,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098019,474-506BA30,NEEDLE GUARD,5,0,0,,0
2026/01/09,2025/10/01,2026/01/09,,E000098372,474-506BA30,NEEDLE GUARD,1,0,0,PM-5159109,
2025/11/06,2025/10/01,2025/10/22,2025112,E000096896,474-511AA30,STITCH CAM,545,95,95,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096985,474-511AA30,STITCH CAM,545,0,0,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097879,474-511AA30,STITCH CAM,545,0,0,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098020,474-511AA30,STITCH CAM,545,0,0,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000096897,474-512DA30,RAISING CAM,545,36,36,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096986,474-512DA30,RAISING CAM,545,0,0,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097880,474-512DA30,RAISING CAM,545,0,0,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098021,474-512DA30,RAISING CAM,545,0,0,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000096898,474-513AA30,GATE CAM,20,20,28,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096987,474-513AA30,GATE CAM,20,8,8,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097881,474-513AA30,GATE CAM,20,0,0,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098022,474-513AA30,GATE CAM,20,0,0,,0
2025/10/07,2025/10/01,2025/10/07,,E000096811,474-514AA38,WELT CAM,100,100,180,PJ-0624202,
2025/11/06,2025/10/01,2025/10/22,2025112,E000096899,474-515DA30,TUCKING CAM,240,41,41,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096988,474-515DA30,TUCKING CAM,240,0,0,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097882,474-515DA30,TUCKING CAM,240,0,0,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098023,474-515DA30,TUCKING CAM,240,0,0,,0
2025/11/06,2025/10/01,2025/10/22,2025112,E000096900,474-516AA30,TUCK STITCH CAM,360,177,177,,0
2025/11/13,2025/10/01,2025/10/29,2025114,E000096989,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2025/12/10,2025/10/01,2025/11/26,2025124,E000097883,474-516AA30,TUCK STITCH CAM,360,0,0,,0
2025/12/22,2025/10/01,2025/12/08,2025127,E000098024,474-516AA30,TUCK STITCH CAM,360,0,0,,0
