äÆê¨ïîî‘,No,íPà êîï™éq,íPà êîï™ïÍ,ëOçHíˆ
DF3R-DY1AA34,5,1.0,1.0,SKD7Z3026
DF3R-DY1AA34,6,1.0,1.0,DF3R-MY1AA34
DF3R-DY2AA34,5,1.0,1.0,SKD8B2914
DF3R-DY2AA34,6,1.0,1.0,DF3R-MY2AA34
DF3R-DY3BA,5,1.0,1.0,SKD7Z3014
DF3R-DY3BA,6,1.0,1.0,DF3R-MY3BA
DF3R-DY4AA34,5,1.0,1.0,SKD8B2940
DF3R-DY4AA34,6,1.0,1.0,DF3R-MY4AA34
DF3R-DY5AA34,5,1.0,1.0,SKD8B2148
DF3R-DY5AA34,6,1.0,1.0,DF3R-MY5AA34
DF3R-DY6AA34,5,1.0,1.0,SKD8B4040
DF3R-DY6AA34,6,1.0,1.0,DF3R-MY6AA34
DF3R-DY6BA34,5,1.0,1.0,SKD8B4040
DF3R-DY6BA34,6,1.0,1.0,DF3R-MY6AA34
DFFY6-MY1AA34,6,1.0,1.0,SKD6G2524
DFFY6-MY2AA34,6,1.0,1.0,SKD8B2938
DFFY6-MY3AA34,6,1.0,1.0,SKD7Z3024
DFFY6-MY4AA34,6,1.0,1.0,SKD8B2930
DFFY6-MY5AA34,6,1.0,1.0,SKD8B2955
DFFY6-MY6AA34,6,1.0,1.0,SKD8B2955
DFK3.2-MB1AA30,6,1.0,1.0,SKD9Z3545
DFK3.2-MB3AA30,6,1.0,1.0,SKD9Z3555
DFK3.2-MT6BA30,6,1.0,1.0,SKD8E4030
DFK3.2-MY6BA30,6,1.0,1.0,SKD8E4030
DF-SPL-1123A,5,1.0,1.0,SKD7Z3040
DF-SPL-1123A,6,1.0,1.0,MU-SPL-1123A
DF-SPL-1125C,5,1.0,1.0,SKD8B2960
DF-SPL-1125C,6,1.0,1.0,MA-SPL-1125C
DF-SPL-1211C,6,1.0,1.0,S6H4772
DF-SPL-1211D,6,1.0,1.0,S6H3260
DF-SPL-1211E,6,1.0,1.0,S6H3260
DF-SPL-1211F,6,1.0,1.0,S6H3260
DF-SPL-1681RA30,5,1.0,1.0,SKD8B2155
DF-SPL-1681RA30,6,1.0,1.0,MA-SPL-1681RA30
DF-SPL-1681TA30,5,1.0,1.0,SKD5E2532
DF-SPL-1681TA30,6,1.0,1.0,MA-SPL-1681TA30
DF-SPL-1681UA30,5,1.0,1.0,SKD6G2535
DF-SPL-1681UA30,6,1.0,1.0,MA-SPL-1681UA30
DF-SPL-1681VA30,5,1.0,1.0,SKD6G2520
DF-SPL-1681VA30,6,1.0,1.0,MA-SPL-1681VA30
DF-SPL-1681XA30,5,1.0,1.0,SKD6G2560
DF-SPL-1681XA30,6,1.0,1.0,MA-SPL-1681XA30
DF-SPL-948A,5,1.0,1.0,SKD6G2737
DF-SPL-948A,6,1.0,1.0,MA-SPL-948A
DFY6-MB1AA30,6,1.0,1.0,SKD6E4065
DFY6-MB2AA30,6,1.0,1.0,SKD6E4065
DFY6-MY1AA30,6,1.0,1.0,SKD7Z3032
DFY6-MY2AA30,6,1.0,1.0,SKD6G2522
DFY6-MY3AA30,6,1.0,1.0,SKD8B2940
DFY6-MY4AA30,6,1.0,1.0,SKD7Z3065
DFY6-MY5AA30,6,1.0,1.0,SKD7Z3027
DFY6-MY6AA30,6,1.0,1.0,SKD9Z3530
DFY6-MY7AA30,6,1.0,1.0,SKD6G2726
DFY6-MY8AA30,6,1.0,1.0,SKD8B2165
DFY6-MY9AA30,6,1.0,1.0,SKD8B2160
DFY-DB230,5,1.0,1.0,SKD5E3060
DFY-DB230,6,1.0,1.0,DFY-MB230
DFY-DB3B26,5,1.0,1.0,SKD5E3070
DFY-DB3B26,6,1.0,1.0,DFY-MB3B26
DFY-DT230,5,1.0,1.0,SKD7Z3027
DFY-DT230,6,1.0,1.0,DFY-MT230
DFY-DT3C30,5,1.0,1.0,SKD6G3527
DFY-DT3C30,6,1.0,1.0,DFY-MT3C30
DFY-DW230,5,1.0,1.0,SKD6G3532
DFY-DW230,6,1.0,1.0,DFY-MW230
DFY-DX126,5,1.0,1.0,SKD7Z3060
DFY-DX126,6,1.0,1.0,DFY-MX126
DFY-DX130,5,1.0,1.0,SKD7Z3055
DFY-DX130,6,1.0,1.0,DFY-MX130
DFY-DY126,5,1.0,1.0,SKD6G3535
DFY-DY126,6,1.0,1.0,DFY-MY126
DFY-DY130,5,1.0,1.0,SKD7Z3032
DFY-DY130,6,1.0,1.0,DFY-MY130
DFY-DY1C26,6,1.0,1.0,SKD6G3535
DFY-DY2,5,1.0,1.0,SKD6G2522
DFY-DY2,6,1.0,1.0,DFY-MY2
DFY-DY3,5,1.0,1.0,SKD7Z3026
DFY-DY3,6,1.0,1.0,DFY-MY3
DFY-DY326,5,1.0,1.0,SKD7Z3037
DFY-DY326,6,1.0,1.0,DFY-MY326
DFY-DY334,5,1.0,1.0,SKD7B3235
DFY-DY334,6,1.0,1.0,DFY-MY334
DFY-DY4,5,1.0,1.0,SKD7Z3054
DFY-DY4,6,1.0,1.0,DFY-MY4
DFY-DY426,5,1.0,1.0,SKD7Z3060
DFY-DY426,6,1.0,1.0,DFY-MY426
DFY-DY5,5,1.0,1.0,SKD7Z3026
DFY-DY5,6,1.0,1.0,DFY-MY5
DFY-DY526,5,1.0,1.0,SKD6G3535
DFY-DY526,6,1.0,1.0,DFY-MY526
DFY-DY6A26,5,1.0,1.0,SKD8E4035
DFY-DY6A26,6,1.0,1.0,DFY-MY6A26
DFY-DY6A30,5,1.0,1.0,SKD8E4030
DFY-DY6A30,6,1.0,1.0,DFY-MY6A30
DFY-DY6A34,5,1.0,1.0,SKD8E4030
DFY-DY6A34,6,1.0,1.0,DFY-MY6A34
DFY-DY6B26,5,1.0,1.0,SKD8E4035
DFY-DY6B26,6,1.0,1.0,DFY-MY6B26
DFY-DY6C26,5,1.0,1.0,SKD8E4035
DFY-DY6C26,6,1.0,1.0,DFY-MY6C26
DFY-DY6C34,5,1.0,1.0,SKD8E4030
DFY-DY6C34,6,1.0,1.0,DFY-MY6C34
DFY-DY726,5,1.0,1.0,SKD6G3532
DFY-DY726,6,1.0,1.0,DFY-MY726
DFY-DY730,5,1.0,1.0,SKD6G2729
DFY-DY730,6,1.0,1.0,DFY-MY730
DFY-DY826,5,1.0,1.0,SKD8B2160
DFY-DY826,6,1.0,1.0,DFY-MY826
DFY-DY830,5,1.0,1.0,SKD8B2155
DFY-DY830,6,1.0,1.0,DFY-MY830
DFY-MB130,6,1.0,1.0,SKD5E3060
DFY-MB1AA30,6,1.0,1.0,SKD5E3070
DFY-MB1AA36,6,1.0,1.0,SKD5E3070
DFY-MB2AA36,6,1.0,1.0,SKD5E3070
DFY-MB2B34,6,1.0,1.0,SKD5E3064
DFY-MY134,6,1.0,1.0,SKD7Z3035
DFY-MY1AA36,6,1.0,1.0,SKD6E3340
DFY-MY230,6,1.0,1.0,SKD6G2522
DFY-MY2AA36,6,1.0,1.0,SKD6G2723
DFY-MY3AA36,6,1.0,1.0,SKD7B3038
DFY-MY434,6,1.0,1.0,SKD7B3260
DFY-MY4AA36,6,1.0,1.0,SKD7Z3065
DFY-MY534,6,1.0,1.0,SKD7Z3030
DFY-MY5AA36,6,1.0,1.0,SKD6E3336
DFY-MY6AA36,6,1.0,1.0,SKD8B4040
DFY-MY6C30,6,1.0,1.0,SKD8E4030
DFY-MY6CA36,6,1.0,1.0,SKD8B4040
DFY-MY734,6,1.0,1.0,SKD6G2729
DFY-MY7AA36,6,1.0,1.0,SKD6E3336
DFY-MY834,6,1.0,1.0,SKD8B2160
DFY-MY8AA36,6,1.0,1.0,SKD8B2165
DSP-MB1AA30,6,1.0,1.0,SKD8E4048
DSP-MB2AA26,6,1.0,1.0,SKD9Z3545
DSP-MC1AA30,6,1.0,1.0,SKD9Z3545
DSP-MC2AA30,6,1.0,1.0,SKD8E5040
DSP-MY1AA30,6,1.0,1.0,SKD6G2720
DSP-MY2AA26,6,1.0,1.0,SKD7B3240
DSP-MY2AA30,6,1.0,1.0,SKD7Z3040
DSP-MY2AA44,6,1.0,1.0,SKD7Z3040
E3.2RE-MY1AA30,6,1.0,1.0,SKD6G4730
E3.2RE-MY1AA30-KYOSHIN,6,1.0,1.0,SKD6G4730
E3.2RE-MY1AA30-TEMP,6,1.0,1.0,SKD6G4730
E3.2RE-MY1AA30-TEMP-MITU,6,1.0,1.0,SKD6G4730
E3.2RE-MY1AA30-XDF,6,1.0,1.0,SKD6G4730
E3.2RE-MY1AA30-XDF-MITU,6,1.0,1.0,SKD6G4730
E3.2RE-MY2BA30,6,1.0,1.0,SKD6G4730
E3.2RE-MY2BA30-TEMP,6,1.0,1.0,SKD6G4730
E3.2RE-MY2BA30-TEMP-MITU,6,1.0,1.0,SKD6G4730
ER11-MB1AA42,6,1.0,1.0,SKD6G3517
ER11-MB2AA42,6,1.0,1.0,SKD6G3517
ER11-MB3AA34,6,1.0,1.0,SKD6E4030
ER11-MB3AA40,6,1.0,1.0,SKD6E4030
ER11-MB3AA42,6,1.0,1.0,SKD6E4032
ER11-MB4AA40,6,1.0,1.0,SKD6E3530
ER11-MB4AA42,6,1.0,1.0,SKD6E3530
ER11-MB5AA40,6,1.0,1.0,SKD6E3545
ER11-MB5AA42,6,1.0,1.0,SKD6E3560
ER11-MB6AA40,6,1.0,1.0,SKD6E3543
ER11-MB6AA42,6,1.0,1.0,SKD6E3543
ER11-MX5CA36,6,1.0,1.0,SKD6G2548
ER11-MY1AA34,6,1.0,1.0,SKD5E2548
ER11-MY1AA36,6,1.0,1.0,SKD5E2548
ER11-MY1AA40,6,1.0,1.0,SKD5E2548
ER11-MY1AA42,6,1.0,1.0,SKD5E2550
ER11-MY2AA34,6,1.0,1.0,SKD6G2545
ER11-MY2AA36,6,1.0,1.0,SKD6G2545
ER11-MY2AA40,6,1.0,1.0,SKD6G2548
ER11-MY2AA42,6,1.0,1.0,SKD6G2550
FDRLSP-MB1AA26,6,1.0,1.0,SKD6G2720
FDRLSP-MB2AA26,6,1.0,1.0,SKD6G2720
FDRLSP-MB5AA26,6,1.0,1.0,SKD6G2550
FDRLSP-MY2AA26,6,1.0,1.0,SKD6G2732
FDRLSP-MY3AA26,6,1.0,1.0,SKD6G2753
FDRM-MB1AA26,6,1.0,1.0,SKD6G2530
FDRM-MY1AA26,6,1.0,1.0,SKD5E2532
FL2-DW130,5,1.0,1.0,SKD7Z3025
FL2-DW130,6,1.0,1.0,FL2-MW130
FL2-DY2,5,1.0,1.0,SKD6G2525
FL2-DY2,6,1.0,1.0,FL2-MY2
FL2-DY3,5,1.0,1.0,SKD6G2220
FL2-DY3,6,1.0,1.0,FL2-MY3
FL2-DY6,5,1.0,1.0,SKD6G2224
FL2-DY6,6,1.0,1.0,FL2-MY6
FL4-DC02AA30,5,1.0,1.0,SKD8E5048
FL4-DC02AA30,6,1.0,1.0,FL4-MC02AA30
FL4-DX12BB30,5,1.0,1.0,SKD6G2525
FL4-DX12BB30,6,1.0,1.0,FL4-MX12BB30
FL4-DX14BB30,5,1.0,1.0,SKD6G2545
FL4-DX14BB30,6,1.0,1.0,FL4-MX14BB30
FL4-MX11AA,6,1.0,1.0,SKD6G2520
FL4-MX14AA30,6,1.0,1.0,SKD6G2545
FL4-MX14AA38,6,1.0,1.0,SKD6G2545
FLD-DB1,5,1.0,1.0,SKD5E3555
FLD-DB1,6,1.0,1.0,FLD-MB1
FLD-DS1,5,1.0,1.0,SKD6G2726
FLD-DS1,6,1.0,1.0,FLD-MS1
FLD-DS2,5,1.0,1.0,SKD7Z3020
FLD-DS2,6,1.0,1.0,FLD-MS2
FLD-DY1,5,1.0,1.0,SKD6G2720
FLD-DY1,6,1.0,1.0,FLD-MY1
FLD-DY1W,5,1.0,1.0,SKD6G2720
FLD-DY1W,6,1.0,1.0,FLD-MY1W
FLD-DY2,5,1.0,1.0,SKD7Z3025
FLD-DY2,6,1.0,1.0,FLD-MY2
FLD-DY4,5,1.0,1.0,SKD7B3245
FLD-DY4,6,1.0,1.0,FLD-MY4
FLD-DY4W,5,1.0,1.0,SKD7B3245
FLD-DY4W,6,1.0,1.0,FLD-MY4W
FLD-MB238,6,1.0,1.0,SKD5E3555
FLD-MB2AA30,6,1.0,1.0,SKD5E3555
FLD-MS5AA,6,1.0,1.0,SKD6G2726
FLP-DB1,5,1.0,1.0,SKD5E3050
FLP-DB1,6,1.0,1.0,FLP-MB1
FLP-DB136,5,1.0,1.0,SKD5E3060
FLP-DB136,6,1.0,1.0,FLP-MB136
FLP-DB6,5,1.0,1.0,SKD5E2545
FLP-DB6,6,1.0,1.0,FLP-MB6
FLP-DB636,5,1.0,1.0,SKD5E2245
FLP-DB636,6,1.0,1.0,FLP-MB636
FLP-DY1C,5,1.0,1.0,SKD6G2729
FLP-DY1C,6,1.0,1.0,FLP-MY1C
FLP-DY1CW,5,1.0,1.0,SKD6G2727
FLP-DY1CW,6,1.0,1.0,FLP-MY1CW
FLP-DY2C,5,1.0,1.0,SKD6G3515
FLP-DY2C,6,1.0,1.0,FLP-MY2C
FLP-DY2C38,5,1.0,1.0,SKD6G3515
FLP-DY2C38,6,1.0,1.0,FLP-MY2C38
FLP-DY6C,5,1.0,1.0,SKD6G2729
FLP-DY6C,6,1.0,1.0,FLP-MY1C
FLPJ2-DB2A30,5,1.0,1.0,S6H2630P
FLPJ2-DB2A30,6,1.0,1.0,FLPJ2-MB2A30
FLPJ2-DB4A30,5,1.0,1.0,SKD6G1556
FLPJ2-DB4A30,6,1.0,1.0,FLPJ2-MB4A30
FLPJ2-DC1A30,5,1.0,1.0,SKD6E3515
FLPJ2-DC1A30,6,1.0,1.0,FLPJ2-MC1A30
FLPJ2-DC2A30,5,1.0,1.0,SKD6G2723
FLPJ2-DC2A30,6,1.0,1.0,FLPJ2-MC2A30
FLPJ2-DY1A30,5,1.0,1.0,SKD6G2745
FLPJ2-DY1A30,6,1.0,1.0,FLPJ2-MY1A30
FLPJ2-DY2A30,5,1.0,1.0,SKD6G2745
FLPJ2-DY2A30,6,1.0,1.0,FLPJ2-MY2A30
FLPJ2-DY3A30,5,1.0,1.0,SKD6G2745
FLPJ2-DY3A30,6,1.0,1.0,FLPJ2-MY3A30
FLPJV-DB6AA26,5,1.0,1.0,S6H3828
FLPJV-DB6AA26,6,1.0,1.0,FLPJV-MB2AA26
FLPJV-DY1AA26,5,1.0,1.0,S6H3828
FLPJV-DY1AA26,6,1.0,1.0,FLPJV-MY1AA26
FLPJV-DY2AA26,5,1.0,1.0,S6H3828
FLPJV-DY2AA26,6,1.0,1.0,FLPJV-MY2AA26
FLPJV-DY3AA26,5,1.0,1.0,S6H3828
FLPJV-DY3AA26,6,1.0,1.0,FLPJV-MY3AA26
FLP-MX1CW,6,1.0,1.0,S6H3828
FLRSCL-DB1AA22,5,1.0,1.0,SKD6G2522
FLRSCL-DB1AA22,6,1.0,1.0,FLRSCL-MB1AA22
FLRSCL-DB2AA22,5,1.0,1.0,SKD6G2520
FLRSCL-DB2AA22,6,1.0,1.0,FLRSCL-MB2AA22
F-LRSCL-DB3AA22,5,1.0,1.0,SKD6G2532
F-LRSCL-DB3AA22,6,1.0,1.0,F-LRSCL-MB3AA22
F-LRSCL-DB4AA22,5,1.0,1.0,SKD6G2732
F-LRSCL-DB4AA22,6,1.0,1.0,F-LRSCL-MB4AA22
F-LRSCL-DY2AA22,5,1.0,1.0,SKD6G2532
F-LRSCL-DY2AA22,6,1.0,1.0,F-LRSCL-MY2AA22
FQW-DB1AA22,5,1.0,1.0,SKD8E5018
FQW-DB1AA22,6,1.0,1.0,FQW-MB1AA22
FQW-DY1AA22,5,1.0,1.0,SKD6G4725
FQW-DY1AA22,6,1.0,1.0,FQW-MY1AA22
FQW-DY2AA22,5,1.0,1.0,SKD6G4730
FQW-DY2AA22,6,1.0,1.0,FQW-MY2AA22
FQW-DY3AA22,5,1.0,1.0,SKD6G4735
FQW-DY3AA22,6,1.0,1.0,FQW-MY3AA22
FQW-DY4AA22,5,1.0,1.0,SKD6G2230
FQW-DY4AA22,6,1.0,1.0,FQW-MY4AA22
FQW-DY5AA22,5,1.0,1.0,SKD7Z3015
FQW-DY5AA22,6,1.0,1.0,FQW-MY5AA22
FQW-DY5AA23,5,1.0,1.0,SKD7Z3020
FQW-DY5AA23,6,1.0,1.0,FQW-MY5AA23
FQW-MB2AA22,6,1.0,1.0,SKD8E5030
FQW-MB4AA22,6,1.0,1.0,SKD8E5018
FW2-DX0,5,1.0,1.0,S6H4316P
FW2-DX0,6,1.0,1.0,FW2-MX0
FW2-DX0B,5,1.0,1.0,S6H4316P
FW2-DX0B,6,1.0,1.0,FW2-MX0B
FW-DX0B,5,1.0,1.0,S6H4316P
FW-DX0B,6,1.0,1.0,FW-MX0B
FW-DX3,5,1.0,1.0,S6H2055P
FW-DX3,6,1.0,1.0,FW-MX3
FW-DX4,5,1.0,1.0,S6H2520P
FW-DX4,6,1.0,1.0,FW-MX4
FW-DY5W,5,1.0,1.0,S6H2520P
FW-DY5W,6,1.0,1.0,FW-MY5W
FW-DY6W,5,1.0,1.0,S6H2315P
FW-DY6W,6,1.0,1.0,FW-MY6W
FY3-MY1AA34,6,1.0,1.0,SKD5E2532
FY3-MY2AA34,6,1.0,1.0,SKD6G2526
FY3-MY2AA36,6,1.0,1.0,SKD6G2526
FY3-MY4AA34,6,1.0,1.0,SKD6G2548
FY3-MY4AA36,6,1.0,1.0,SKD6G2548
FY6RD4-MB2AA34,6,1.0,1.0,SKD6G2745
FY6RD4-MB2AB34,6,1.0,1.0,SKD6G2745
FY6RD4-MB3AA34,6,1.0,1.0,SKD6G2560
FY6RD4-MB4AA34,6,1.0,1.0,SKD6G1590
FY6RD4-MB4BA34,6,1.0,1.0,SKD6G1552
FY6RD4-MY1AA34,6,1.0,1.0,SKD6E3325
FY6RD4-MY2AA34,6,1.0,1.0,SKD6E4054
FY6RD4-MY2AB34,6,1.0,1.0,SKD6E4054
FY6RD4-MY2AC34,6,1.0,1.0,SKD6E4054
GLRS2-DB1SA20,5,1.0,1.0,SKD6G2545
GLRS2-DB1SA20,6,1.0,1.0,GLRS2-MB1SA20
GLRS2-DB3AA20,5,1.0,1.0,SKD6G2227
GLRS2-DB3AA20,6,1.0,1.0,GLRS2-MB3AA20
GLRS2-DB4AA20,5,1.0,1.0,SKD6G2227
GLRS2-DB4AA20,6,1.0,1.0,GLRS2-MB4AA20
GLRS2-DB5AA20,5,1.0,1.0,SKD6G2227
GLRS2-DB5AA20,6,1.0,1.0,GLRS2-MB5AA20
GLRS2-DB7AA20,5,1.0,1.0,SKD6G2250
GLRS2-DB7AA20,6,1.0,1.0,GLRS2-MB7AA20
GLRS2-DY1AA11,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA11,6,1.0,1.0,GLRS2-MY1AA11
GLRS2-DY1AA12,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA12,6,1.0,1.0,GLRS2-MY1AA12
GLRS2-DY1AA13,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA13,6,1.0,1.0,GLRS2-MY1AA13
GLRS2-DY1AA15,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA15,6,1.0,1.0,GLRS2-MY1AA15
GLRS2-DY1AA18,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA18,6,1.0,1.0,GLRS2-MY1AA18
GLRS2-DY1AA20,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA20,6,1.0,1.0,GLRS2-MY1AA20
GLRS2-DY1AA22,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA22,6,1.0,1.0,GLRS2-MY1AA22
GLRS2-DY1AA26,5,1.0,1.0,SKD5E3045
GLRS2-DY1AA26,6,1.0,1.0,GLRS2-MY1AA26
GLRS2-DY2AA10,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA10,6,1.0,1.0,GLRS2-MY2AA10
GLRS2-DY2AA11,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA11,6,1.0,1.0,GLRS2-MY2AA11
GLRS2-DY2AA12,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA12,6,1.0,1.0,GLRS2-MY2AA12
GLRS2-DY2AA13,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA13,6,1.0,1.0,GLRS2-MY2AA13
GLRS2-DY2AA15,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA15,6,1.0,1.0,GLRS2-MY2AA15
GLRS2-DY2AA18,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA18,6,1.0,1.0,GLRS2-MY2AA18
GLRS2-DY2AA20,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA20,6,1.0,1.0,GLRS2-MY2AA20
GLRS2-DY2AA22,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA22,6,1.0,1.0,GLRS2-MY2AA22
GLRS2-DY2AA26,5,1.0,1.0,SKD6G2545
GLRS2-DY2AA26,6,1.0,1.0,GLRS2-MY2AA26
GLRS2-MB8AA20,6,1.0,1.0,SKD6G2248
GLRS2-MY1AA10,6,1.0,1.0,SKD5E2545
GLRS2-MY1AA8,6,1.0,1.0,SKD5E3050
GLRS2-MY2AA8,6,1.0,1.0,SKD6G2548
GLRS-DB1AA18,5,1.0,1.0,SKD6G2520
GLRS-DB1AA18,6,1.0,1.0,GLRS-MB1AA18
GLRS-DB1AA20,5,1.0,1.0,SKD6G2520
GLRS-DB1AA20,6,1.0,1.0,GLRS-MB1AA20
GLRS-DB1AA22,5,1.0,1.0,SKD6G2518
GLRS-DB1AA22,6,1.0,1.0,GLRS-MB1AA22
GLRS-DB1AA24,5,1.0,1.0,SKD6G2520
GLRS-DB1AA24,6,1.0,1.0,GLRS-MB1AA24
GLRS-DB2AA20,5,1.0,1.0,SKD6G2520
GLRS-DB2AA20,6,1.0,1.0,GLRS-MB2AA20
GLRS-DB5AA26,5,1.0,1.0,SKD6G2538
GLRS-DB5AA26,6,1.0,1.0,GLRS-MB3AA26
GLRS-DB6AA16,5,1.0,1.0,SKD6E3536
GLRS-DB6AA16,6,1.0,1.0,GLRS-MB4AA26
GLRS-DB6AA26,5,1.0,1.0,SKD6E3536
GLRS-DB6AA26,6,1.0,1.0,GLRS-MB4AA26
GLRS-DB7AA18,6,1.0,1.0,SKD6G2520
GLRS-DB9AA18,4,1.0,1.0,SKD6G2538
GLRS-DB9AA18,5,1.0,1.0,GLRS-MB3AA26
GLRS-DB9AA18,6,1.0,1.0,GLRS-DB3AA26
GLRS-DC0AA18,4,1.0,1.0,SKD6E3536
GLRS-DC0AA18,5,1.0,1.0,GLRS-MB4AA26
GLRS-DC0AA18,6,1.0,1.0,GLRS-DB4AA26
GLRS-DC1AA18,5,1.0,1.0,SKD6G2520
GLRS-DC1AA18,6,1.0,1.0,GLRS-MB1AA18
GLRS-DC2AA18,4,1.0,1.0,SKD6G2520
GLRS-DC2AA18,5,1.0,1.0,GLRS-MB2AA18
GLRS-DC2AA18,6,1.0,1.0,GLRS-DB2AA18
GLRS-DC3AA26,5,1.0,1.0,SKD6G3555
GLRS-DC3AA26,6,1.0,1.0,GLRS-MC3AA26
GLRS-DC4AA26,5,1.0,1.0,SKD6G3555
GLRS-DC4AA26,6,1.0,1.0,GLRS-MC4AA26
GLRS-DX3AA16,5,1.0,1.0,SKD6G2526
GLRS-DX3AA16,6,1.0,1.0,GLRS-MX3AA16
GLRS-DX3AA18,5,1.0,1.0,SKD6G2526
GLRS-DX3AA18,6,1.0,1.0,GLRS-MX3AA16
GLRS-DX4AA15,5,1.0,1.0,SKD6G2535
GLRS-DX4AA15,6,1.0,1.0,GLRS-MY2AA15
GLRS-DX4AA16,5,1.0,1.0,SKD6G2535
GLRS-DX4AA16,6,1.0,1.0,GLRS-MY2AA16
GLRS-DX4AA18,5,1.0,1.0,SKD6G2538
GLRS-DX4AA18,6,1.0,1.0,GLRS-MY2AA18
GLRS-DX4AA19,5,1.0,1.0,SKD6G2532
GLRS-DX4AA19,6,1.0,1.0,GLRS-MY2AA19
GLRS-DX4AA21,5,1.0,1.0,SKD6G2535
GLRS-DX4AA21,6,1.0,1.0,GLRS-MX4AA21
GLRS-DX4AA22,5,1.0,1.0,SKD6G2532
GLRS-DX4AA22,6,1.0,1.0,GLRS-MX4AA22
GLRS-DX5AA16,5,1.0,1.0,SKD6G2519
GLRS-DX5AA16,6,1.0,1.0,GLRS-MX5AA16
GLRS-DX6AA15,5,1.0,1.0,SKD6G2538
GLRS-DX6AA15,6,1.0,1.0,GLRS-MX6AA15
GLRS-DX6AA16,5,1.0,1.0,SKD6G2545
GLRS-DX6AA16,6,1.0,1.0,GLRS-MX6AA16
GLRS-DX6AA18,5,1.0,1.0,SKD6G2538
GLRS-DX6AA18,6,1.0,1.0,GLRS-MX6AA18
GLRS-DX6AA20,5,1.0,1.0,SKD6G2538
GLRS-DX6AA20,6,1.0,1.0,GLRS-MX6AA20
GLRS-DX6AA21,5,1.0,1.0,SKD6G2538
GLRS-DX6AA21,6,1.0,1.0,GLRS-MX6AA21
GLRS-DY1AA16,5,1.0,1.0,SKD5E3024
GLRS-DY1AA16,6,1.0,1.0,GLRS-MY1AA16
GLRS-DY1AA22,5,1.0,1.0,SKD5E3024
GLRS-DY1AA22,6,1.0,1.0,GLRS-MY1AA22
GLRS-DY1AA26,5,1.0,1.0,SKD5E3024
GLRS-DY1AA26,6,1.0,1.0,GLRS-MY1AA26
GLRS-DY2AA17,5,1.0,1.0,SKD6G2535
GLRS-DY2AA17,6,1.0,1.0,GLRS-MY2AA17
GLRS-DY2AA18,5,1.0,1.0,SKD6G2538
GLRS-DY2AA18,6,1.0,1.0,GLRS-MY2AA18
GLRS-DY2AA19,5,1.0,1.0,SKD6G2532
GLRS-DY2AA19,6,1.0,1.0,GLRS-MY2AA19
GLRS-DY2AA20,5,1.0,1.0,SKD6G2538
GLRS-DY2AA20,6,1.0,1.0,GLRS-MY2AA20
GLRS-DY2AA21,5,1.0,1.0,SKD6G2535
GLRS-DY2AA21,6,1.0,1.0,GLRS-MY2AA21
GLRS-DY2AA22,5,1.0,1.0,SKD6G2535
GLRS-DY2AA22,6,1.0,1.0,GLRS-MY2AA22
GLRS-DY2AA24,5,1.0,1.0,SKD6G2535
GLRS-DY2AA24,6,1.0,1.0,GLRS-MY2AA24
GLRS-DY3AA15,6,1.0,1.0,SKD6G2554
GLRS-DY3AA18,6,1.0,1.0,SKD6G2560
GLRS-DY5AA18,6,1.0,1.0,SKD6G2535
GLRS-DY6AA18,6,1.0,1.0,SKD5E3024
GLRSL-DB1AA16,4,1.0,1.0,SKD6G2520
GLRSL-DB1AA16,5,1.0,1.0,GLRS-MB1AA16
GLRSL-DB1AA16,6,1.0,1.0,GLRS-DB1AA16
GLRSL-DB2AA16,4,1.0,1.0,SKD6G2515
GLRSL-DB2AA16,5,1.0,1.0,GLRS-MB2AA16
GLRSL-DB2AA16,6,1.0,1.0,GLRS-DB2AA16
GLRSL-DX8AA18,5,1.0,1.0,SKD6G2538
GLRSL-DX8AA18,6,1.0,1.0,GLRS-MY2AA18
GLRSL-DY2AA16,4,1.0,1.0,SKD6G2535
GLRSL-DY2AA16,5,1.0,1.0,GLRS-MY2AA16
GLRSL-DY2AA16,6,1.0,1.0,GLRS-DY2AA16
GLRSL-DY8AA16,4,1.0,1.0,SKD6G2560
GLRSL-DY8AA16,5,1.0,1.0,GLRS-MY3AA16
GLRSL-DY8AA16,6,1.0,1.0,GLRS-DY3AA16
GLRSL-DY9AA16,6,1.0,1.0,SKD6G2560
GLRSL-MX8AA18,6,1.0,1.0,SKD6G2532
GLRS-MB1AA14,6,1.0,1.0,SKD6G2718
GLRS-MB1AA26,6,1.0,1.0,SKD5E3024
GLRS-MB2AA22,6,1.0,1.0,SKD6G2518
